c1xxfqd,['hs97d'],0
c1xvrr2,['hs0x2'],0
c1xwbto,['hs0x2'],1
c1y4b0u,"['ht0ig', 'c1y4atg']",0
c1y4cna,"['ht0ig', 'c1y4atg']",1
c1y7kxh,['hsuct'],1
c1y4p5t,['hsuct'],0
c1y2vke,['hsjn7'],1
c1y3ex2,['hsjn7'],0
c1yaa5p,['htlas'],1
c1yatgy,['htlas'],0
c1y8lts,['htge0'],1
c1y8688,['htge0'],0
c1yaiqy,['htbrz'],1
c1y80cq,['htbrz'],0
c1ykqww,['huxxi'],0
c1ykwmo,['huxxi'],1
c1ykimu,['huqj6'],1
c1ykqjm,['huqj6'],0
c1yi9xc,['hunle'],0
c1yikpl,['hunle'],1
c1yhvlj,['hukap'],1
c1ylp8w,['hukap'],0
c1yj7gp,['hujgx'],1
c1ym2k7,['hujgx'],0
c1yh5hj,['hui12'],0
c1yjf8x,['hui12'],1
c1yh3ao,['hu6ua'],0
c1yhr8a,['hu6ua'],1
c1yt769,['hvpvl'],0
c1yt161,['hvpvl'],1
c1yreo7,['hvocw'],1
c1yr452,['hvocw'],0
c1yt7t7,['hvo46'],0
c1yswhf,['hvo46'],1
c1yy9x4,['hwevq'],0
c1ywqa7,['hwevq'],1
c1ywqxq,['hweur'],1
c1yx3l7,['hweur'],0
c1yxxfj,['hwehj'],0
c1yz7yx,['hwehj'],1
c1ywy7e,['hwedf'],1
c1z1wvb,['hwedf'],0
c1ywekj,['hwb0x'],1
c1ywf4p,['hwb0x'],0
c1yzqq4,['hw8sq'],0
c1yvlpe,['hw8sq'],1
c1z18is,['hw2x8'],0
c1yu73p,['hw2x8'],1
c1zdbtk,['hy0bj'],0
c1ze7l7,['hy0bj'],1
c1zbmaf,['hxx6j'],0
c1zb7g1,['hxx6j'],1
c1z8yaj,['hxq7q'],0
c1z9ovu,['hxq7q'],1
c1zmpvs,['hyn6a'],0
c1zs40c,['hyn6a'],1
c1zg116,['hyhk9'],0
c1zlkeb,['hyhk9'],1
c1zrgi6,['hzqlq'],0
c1zrvdr,['hzqlq'],1
c1zmz1t,['hzegt'],0
c1zoidz,['hzegt'],1
c1zqmva,['hzapo'],0
c1zm302,['hzapo'],1
c1zn481,['hz8i7'],1
c1zn3zi,['hz8i7'],0
c1zw8l0,['i0k0a'],0
c1zxsn5,['i0k0a'],1
c1zynlc,['i0c3o'],1
c1zvwai,['i0c3o'],0
c1zt64w,['i08qc'],0
c1zumjt,['i08qc'],1
c1zyblo,['i00bv'],0
c1zt0fh,['i00bv'],1
c206rjh,['i1a27'],0
c202zze,['i1a27'],1
c201uo6,['i13u1'],0
c202g3l,['i13u1'],1
c200d5j,['i0wrn'],0
c2007j1,['i0wrn'],1
c20cz8o,['i207r'],0
c20cvdh,['i207r'],1
c20isbg,['i3736'],1
c20m8bg,['i3736'],0
c20iuo1,['i353l'],0
c20iqmt,['i353l'],1
c20hq1d,['i2ymi'],0
c20iv5x,['i2ymi'],1
c20qer8,['i3phh'],0
c20puwi,['i3phh'],1
c20orkq,['i3pbk'],1
c20pclm,['i3pbk'],0
c20lpme,['i3jeq'],0
c20mt0a,['i3jeq'],1
c20llnw,['i3ibi'],1
c20lwwi,['i3ibi'],0
c20llzn,['i3b97'],0
c20lfmz,['i3b97'],1
c20jnpx,['i39ti'],0
c20lpar,['i39ti'],1
c20w3q1,['i4ktc'],0
c20vfv0,['i4ktc'],1
c20u952,['i4ix8'],1
c20ud8d,['i4ix8'],0
c20qhcg,['i40xe'],1
c20qzvg,['i40xe'],0
c20sbnx,['i3wye'],1
c20peu9,['i3wye'],0
c21519r,"['i5ips', 'c213wqi', 'c214nz3']",0
c215dyd,"['i5ips', 'c213wqi', 'c214nz3']",1
c212i73,['i5diy'],0
c214sr8,['i5diy'],1
c214g1r,['i5adh'],1
c211sml,['i5adh'],0
c212pqb,"['i56zb', 'c20zurj', 'c2106g4']",0
c210rin,"['i56zb', 'c20zurj', 'c2106g4']",1
c20y2xk,['i4vi2'],0
c20yrju,['i4vi2'],1
c21a9be,['i64br'],1
c218zkx,['i64br'],0
c215v0t,['i5r2v'],0
c214u6d,['i5r2v'],1
c21mao0,['i7jc9'],1
c21jgee,['i7jc9'],0
c21hgvs,"['i7634', 'c21g6mw']",1
c21hog8,"['i7634', 'c21g6mw']",0
c21fgnb,['i73v3'],1
c21h87j,['i73v3'],0
c21eqpj,['i6wn3'],0
c21fa62,['i6wn3'],1
c21ehg9,['i6us1'],0
c21d9s0,['i6us1'],1
c21lu0i,['i7q58'],0
c21nvye,['i7q58'],1
c21jy1s,['i7oek'],0
c21jxc1,['i7oek'],1
c21m2ud,['i7y1j'],0
c21m6az,['i7y1j'],1
c21ouj2,['i7szz'],1
c21lmxe,['i7szz'],0
c21wq8d,"['i93sk', 'c21vkba']",1
c21xkcz,"['i93sk', 'c21vkba']",0
c226n80,['i9v81'],0
c222zna,['i9v81'],1
c221a7r,"['i9oq7', 'c220lsv']",1
c2217pj,"['i9oq7', 'c220lsv']",0
c220qct,['i9ogl'],0
c221cjn,['i9ogl'],1
c221mu0,['i9m7l'],0
c223720,['i9m7l'],1
c222edx,['i9k1z'],1
c2219vu,['i9k1z'],0
c22656r,['iabwj'],1
c225rql,['iabwj'],0
c225de5,['ia6fu'],1
c225byd,['ia6fu'],0
c2252vq,['ia0ai'],1
c225g47,['ia0ai'],0
c223zcd,['i9xfh'],1
c223avb,['i9xfh'],0
c22hwiw,"['ibmam', 'c22go5t']",1
c22h9mu,"['ibmam', 'c22go5t']",0
c22de1z,['ib9tn'],0
c22flr4,['ib9tn'],1
c22dh9b,['ib45c'],0
c22cc2n,['ib45c'],1
c22aktp,['iawr8'],1
c22akhh,['iawr8'],0
c22n16s,['icc2r'],0
c22mi17,['icc2r'],1
c22m35j,['ic7i3'],1
c22n3fx,['ic7i3'],0
c22k6sr,['ibvdg'],0
c22i5lh,['ibvdg'],1
c22j211,['ibuav'],1
c22ixzj,['ibuav'],0
c22w2fc,['ide1f'],0
c22uld1,['ide1f'],1
c22syj8,['id0h3'],0
c22sjbx,['id0h3'],1
c5mvzoa,['xj6b8'],1
c5mtbod,['xj6b8'],0
c5mtdwf,['xiwa4'],1
c5mtp3a,['xiwa4'],0
c5mpvs0,['xitez'],1
c5mpulf,['xitez'],0
c5mq2et,['xirb9'],1
c5mp6x9,['xirb9'],0
c5mti5y,['xio9n'],0
c5n0jvo,['xio9n'],1
c5mtea3,['xin9e'],1
c5n9bzx,['xin9e'],0
c5mo0xy,"['xigb6', 'c5mmgl9']",1
c5mp8c7,"['xigb6', 'c5mmgl9']",0
c5mw1uf,['xifn3'],1
c5mqc7d,['xifn3'],0
c5mj92y,['xhzfi'],0
c5mj98s,['xhzfi'],1
c5mgltp,['xhpdq'],0
c5mkf2s,['xhpdq'],1
c5nk36f,['xkwll'],0
c5nfnly,['xkwll'],1
c5n9bku,['xkml5'],1
c5o8x6p,['xkml5'],0
c5nlc31,['xkhfz'],0
c5ngaua,['xkhfz'],1
c5na0mx,['xkfhp'],0
c5n60iy,['xkfhp'],1
c5nco7y,['xkdu1'],0
c5ndvsk,['xkdu1'],1
c5ndf28,['xk8bz'],1
c5n3dsq,['xk8bz'],0
c5n5fsl,['xk2xk'],1
c5nakyt,['xk2xk'],0
c5n3rtf,['xjyq2'],1
c5nie5m,['xjyq2'],0
c5mwo1s,['xjibz'],0
c5mwwdw,['xjibz'],1
c5mz7w8,['xja45'],1
c5n1woe,['xja45'],0
c5nyusj,['xn6jx'],1
c5nytrt,['xn6jx'],0
c5phudl,['xn3km'],0
c5nt0ud,['xn3km'],1
c5o5qy7,['xn1en'],0
c5pmt6i,['xn1en'],1
c5ntyn0,['xmz7c'],1
c5o4pqe,['xmz7c'],0
c5nskhr,['xmwct'],0
c5nvi34,['xmwct'],1
c5nxlnd,['xmr83'],1
c5nq7tu,['xmr83'],0
c5nwll3,['xmihn'],0
c5nz4t4,['xmihn'],1
c5nsgds,['xmaya'],1
c5nrf5q,['xmaya'],0
c5no0sa,"['xm9ju', 'c5nkwf9']",1
c5nlbpw,"['xm9ju', 'c5nkwf9']",0
c5nlldi,['xm6l2'],0
c5nof8o,['xm6l2'],1
c5nkgz8,['xlj5o'],0
c5neap0,['xlj5o'],1
c5o7p9p,"['xoh0w', 'c5o7ezq']",1
c5o86dr,"['xoh0w', 'c5o7ezq']",0
c5o9nyt,['xocy1'],1
c5o5ymh,['xocy1'],0
c5o47df,['xo37j'],1
c5o42ku,['xo37j'],0
c5o0wae,['xns4h'],1
c5nzu62,['xns4h'],0
c5o25gw,['xnh5n'],0
c5o0o69,['xnh5n'],1
c5oo2se,['xq9ka'],1
c5ov8km,['xq9ka'],0
c5orbaa,"['xq3ag', 'c5on3jz']",0
c5opo6x,"['xq3ag', 'c5on3jz']",1
c5ooqql,['xq162'],0
c5olqgs,['xq162'],1
c5onu7q,['xpxwu'],0
c5olswi,['xpxwu'],1
c5ock5o,['xp6qv'],0
c5od0lf,['xp6qv'],1
c5paunv,['xslm1'],1
c5p9sfy,['xslm1'],0
c5pethw,['xski4'],1
c5patr9,['xski4'],0
c5p9wiv,['xs25b'],1
c5p8jjx,['xs25b'],0
c5p1eb2,['xrrzh'],0
c5p5x6v,['xrrzh'],1
c5p1o60,['xrms4'],0
c5p0im4,['xrms4'],1
c5oyll5,['xrcni'],0
c5peg2s,['xrcni'],1
c5p8ivv,['xr9ny'],0
c5oxlgo,['xr9ny'],1
c5ox3ce,['xr5o7'],0
c5p51yt,['xr5o7'],1
c5oxc5m,['xr4sc'],0
c5oxctw,['xr4sc'],1
c5otswe,['xqz9n'],0
c5otsbn,['xqz9n'],1
c5oxsoy,['xqw9c'],0
c5ox3b4,['xqw9c'],1
c5ppzvj,['xunou'],1
c5pq4bd,['xunou'],0
c5pznhp,['xui4t'],1
c5pz7j8,['xui4t'],0
c5pp120,['xubcl'],0
c5pq221,['xubcl'],1
c5q0ash,['xubad'],0
c5q3f6z,['xubad'],1
c5poh61,['xu706'],1
c5pq2ly,['xu706'],0
c5pn6qm,['xu6jn'],1
c5pobp6,['xu6jn'],0
c5ply0f,['xu6d0'],0
c5pmmjd,['xu6d0'],1
c5pldhe,['xu52u'],0
c5pl7ve,['xu52u'],1
c5pm6hc,['xu3c6'],1
c5pm7fs,['xu3c6'],0
c5pn95g,['xtyzw'],1
c5pt0s8,['xtyzw'],0
c5pj407,['xtwu1'],0
c5pj2tf,['xtwu1'],1
c5po9p2,['xttc8'],1
c5pt43a,['xttc8'],0
c5pj8y7,"['xtp2f', 'c5pj5vq']",0
c5pjl9g,"['xtp2f', 'c5pj5vq']",1
c5pn43g,['xtol1'],1
c5phtct,['xtol1'],0
c5pl530,['xtojz'],0
c5pjnas,['xtojz'],1
c5pkv3k,['xtngb'],0
c5pipmx,['xtngb'],1
c5pr5u3,['xtfev'],1
c5pjeaf,['xtfev'],0
c5pp09p,['xstu4'],0
c5pbje5,['xstu4'],1
c5pedu2,['xsq8w'],0
c5pgjew,['xsq8w'],1
c5pacg2,['xsoeu'],0
c5pg2jh,['xsoeu'],1
c5qgxjt,['xwnss'],0
c5qbm1x,['xwnss'],1
c5q66bq,['xw2n4'],1
c5q2unj,['xw2n4'],0
c5q6d6h,['xw17e'],1
c5qafnn,['xw17e'],0
c5q126n,['xvjfp'],1
c5qijy2,['xvjfp'],0
c5pyaa7,['xvhop'],0
c5q3pg8,['xvhop'],1
c5px0rw,['xveq8'],1
c5pwou5,['xveq8'],0
c5q1cso,['xvcba'],1
c5pws1v,['xvcba'],0
c5pvug3,['xv9gb'],1
c5pwki7,['xv9gb'],0
c5pxoqs,['xuv6h'],1
c5pzi2a,['xuv6h'],0
c5qx7qj,['xy7k1'],0
c5qx44i,['xy7k1'],1
c5qlyuh,['xxwr6'],0
c5qlhrf,['xxwr6'],1
c5qlmrr,['xxobe'],1
c5qw3b3,['xxobe'],0
c5qkut0,['xxjqc'],1
c5qj3im,['xxjqc'],0
c5r2w94,['xzx4b'],0
c5rfjmv,['xzx4b'],1
c5r1a2c,"['xzr4h', 'c5r0pyt', 'c5r1996']",0
c5r2376,"['xzr4h', 'c5r0pyt', 'c5r1996']",1
c5r2mfn,['xzqnv'],0
c5r1hy0,['xzqnv'],1
c5r3s2s,['xzddw'],1
c5r80xb,['xzddw'],0
c5r0zy3,['xz3r2'],1
c5qxrrc,['xz3r2'],0
c5r16un,"['xz2cy', 'c5qy9ub', 'c5qz97u']",1
c5r4w54,"['xz2cy', 'c5qy9ub', 'c5qz97u']",0
c5rrd95,"['y2byf', 'c5rpm9h']",1
c5rsf5d,"['y2byf', 'c5rpm9h']",0
c5rrm54,['y22tl'],0
c5rrowp,['y22tl'],1
c5rlgdg,['y1x27'],1
c5rq16b,['y1x27'],0
c5rseaj,['y1o5a'],0
c5rij4m,['y1o5a'],1
c5rke1s,['y1lmk'],0
c5ri2r6,['y1lmk'],1
c5rm2ke,['y1b5c'],1
c5rfa75,['y1b5c'],0
c5rlfi0,['y1aj1'],0
c5rip5y,['y1aj1'],1
c5rol8p,['y11eo'],0
c5ri2e1,['y11eo'],1
c5samsv,['y43h6'],1
c5sd3s9,['y43h6'],0
c5scskr,['y43fd'],1
c5sk9a7,['y43fd'],0
c5s92n6,['y3xwm'],1
c5sfo11,['y3xwm'],0
c5s3zse,['y3wan'],0
c5s5d36,['y3wan'],1
c5s68gl,['y3ptu'],1
c5s54wg,['y3ptu'],0
c5s55q2,['y3ppb'],0
c5s723z,['y3ppb'],1
c5s1fmj,['y3njg'],1
c5s9sf3,['y3njg'],0
c5s5vd8,['y3n7u'],0
c5s681d,['y3n7u'],1
c5s070e,['y3dks'],0
c5rz0mq,['y3dks'],1
c5s4r58,['y39g4'],1
c5rxee8,['y39g4'],0
c5ssiwe,['y65d7'],0
c5spd4a,['y65d7'],1
c5sm7q5,['y5a0r'],0
c5sl7ot,['y5a0r'],1
c5shwsa,['y58p4'],1
c5sjvas,['y58p4'],0
c5sl9ms,['y57gq'],1
c5sh8ff,['y57gq'],0
c5slhg3,['y5641'],1
c5sgxin,['y5641'],0
c5sk8s6,"['y5406', 'c5sf9nh']",1
c5sjc12,"['y5406', 'c5sf9nh']",0
c5se7nw,['y52t7'],1
c5smgkn,['y52t7'],0
c5si1lk,['y4ypv'],0
c5sfno9,['y4ypv'],1
c5se1hy,['y4plg'],0
c5sm1h3,['y4plg'],1
c5sbp0n,['y4f8p'],1
c5tasmy,['y4f8p'],0
c5t7bt2,['y87p5'],1
c5tqf79,['y87p5'],0
c5tavia,['y87lx'],1
c5tb22o,['y87lx'],0
c5tgvnh,['y860s'],1
c5tdjxf,['y860s'],0
c5tar5j,['y85zu'],0
c5t6y3v,['y85zu'],1
c5ta54n,['y7t72'],1
c5t5ieh,['y7t72'],0
c5tbxxo,['y7mum'],0
c5t2she,['y7mum'],1
c5t3ulf,['y7mhv'],1
c5t27gc,['y7mhv'],0
c5td193,"['y7m2m', 'c5t2pxg']",1
c5t7qwn,"['y7m2m', 'c5t2pxg']",0
c5tapnu,['y7fkl'],0
c5t0ilx,['y7fkl'],1
c5t0lk0,['y7fin'],1
c6emnt9,['y7fin'],0
c5t4vgi,['y7cca'],1
c5t1isz,['y7cca'],0
c5tex52,['y770n'],0
c5tes0h,['y770n'],1
c5t1r1j,['y6uq2'],0
c5t0z9y,['y6uq2'],1
c5sv2xp,['y6ujh'],1
c5svtt6,['y6ujh'],0
c5t518h,['y6ql9'],0
c5t1dfu,['y6ql9'],1
c5tcdcx,['y6miz'],0
c5st0i8,['y6miz'],1
c5st7qi,['y6f1p'],0
c5stiw2,['y6f1p'],1
c5syd8e,['y6d63'],0
c5ssw0r,['y6d63'],1
c5sqlgv,['y6am7'],0
c5sru1n,['y6am7'],1
c5u0bpj,['yahkc'],0
c5uda0o,['yahkc'],1
c5u2m60,['yae7e'],1
c5tsz3h,['yae7e'],0
c5ty5ek,['ya6do'],0
c5tw3fq,['ya6do'],1
c5u6pzo,['ya4sl'],0
c5tuevf,['ya4sl'],1
c5tyer2,['y9s22'],1
c5tshqf,['y9s22'],0
c5tkttu,['y9krt'],1
c5tmg7t,['y9krt'],0
c5tiry0,['y9ge4'],1
c5tjndc,['y9ge4'],0
c5tthld,"['y9fvb', 'c5tl4m1']",1
c5tmz3w,"['y9fvb', 'c5tl4m1']",0
c5tkx2m,['y9db0'],0
c5toy64,['y9db0'],1
c5thmu8,['y97h2'],1
c5tgkpz,['y97h2'],0
c5tiua4,['y8xel'],0
c5tey0t,['y8xel'],1
c5ufncs,['ycdq2'],1
c5ueysx,['ycdq2'],0
c5u7s2x,['ybwq7'],0
c5uo8tw,['ybwq7'],1
c5u4x7r,['ybg3x'],1
c5u60d9,['ybg3x'],0
c5u2kve,['yb9y5'],0
c5u85f2,['yb9y5'],1
c5tzb4c,['yb85q'],1
c5tzpx4,['yb85q'],0
c5tza70,['yaxet'],0
c5ty73p,['yaxet'],1
c5tvnu8,['yaj9e'],1
c5tsn6l,['yaj9e'],0
c5txi80,['yaiv3'],0
c5u09kj,['yaiv3'],1
c5urojd,['yebx5'],0
c5us9an,['yebx5'],1
c5uthul,['ye9q5'],0
c5uvpb4,['ye9q5'],1
c5urwzu,['ye22i'],1
c5uq205,['ye22i'],0
c5up8vv,['ye1ug'],0
c5upoib,['ye1ug'],1
c5usdej,"['ydxmn', 'c5ur60c', 'c5urw7b']",0
c5vdj1z,"['ydxmn', 'c5ur60c', 'c5urw7b']",1
c5ut4r9,['ydumu'],1
c5uqcsr,['ydumu'],0
c5ulxxs,['ydkuv'],1
c5utk63,['ydkuv'],0
c5urs3b,['ydbdk'],1
c5ukxsd,['ydbdk'],0
c5uk7xo,['yd3cn'],0
c5ugpij,['yd3cn'],1
c5uiydw,['ycq4w'],0
c5ug6ai,['ycq4w'],1
c5vaal9,['ycltp'],0
c5ue147,['ycltp'],1
c5vi7be,"['yg4tm', 'c5vf83n']",0
c5vhjtq,"['yg4tm', 'c5vf83n']",1
c5ve3q0,['yg3ps'],0
c5varhq,['yg3ps'],1
c5ve7q7,['yg256'],0
c5vez7g,['yg256'],1
c5ven1b,['yg0kb'],1
c5vft32,['yg0kb'],0
c5v9cyc,['yfzzc'],1
c5vef23,['yfzzc'],0
c5v8i7d,"['yfzj6', 'c5v7o20']",1
c5vbspt,"['yfzj6', 'c5v7o20']",0
c5vddfu,['yfwdo'],0
c5vd37g,['yfwdo'],1
c5v5qon,['yfo64'],0
c5vbyik,['yfo64'],1
c5vapjw,['yfn3y'],1
c5vanrc,['yfn3y'],0
c5v6e52,['yfk5u'],0
c5v4r4v,['yfk5u'],1
c5v1hvy,['yfdew'],1
c5v5jzy,['yfdew'],0
c5v0dov,['yfa14'],1
c5v0dtq,['yfa14'],0
c5uzks3,['yetty'],1
c5uzjtf,['yetty'],0
c5vqp2b,['yh7ql'],1
c5vskug,['yh7ql'],0
c5w7j0j,['yh4bo'],1
c5voyzn,['yh4bo'],0
c5vlivv,['ygzgm'],1
c5vnxrx,['ygzgm'],0
c5vhtvd,['ygzdx'],0
c5vmhjy,['ygzdx'],1
c5w2tiq,['ygheh'],0
c5vev89,['ygheh'],1
c5w6x95,['yjpfx'],0
c5w95cx,['yjpfx'],1
c5w5mta,['yjjkr'],1
c5w5ils,['yjjkr'],0
c5w4dju,['yjfqf'],1
c5w4rex,['yjfqf'],0
c5w5vbq,"['yj7zk', 'c5w2h5i', 'c5w3v9g']",1
c5w7vem,"['yj7zk', 'c5w2h5i', 'c5w3v9g']",0
c5w7mt9,['yj7zk'],0
c5w6zpt,['yj7zk'],1
c5w2yi2,"['yiwpy', 'c5w2u6e']",0
c5w9fyh,"['yiwpy', 'c5w2u6e']",1
c5w4h9d,['yinza'],1
c5w4vry,['yinza'],0
c5vwbtp,['yim7q'],0
c5vxzg3,['yim7q'],1
c5w7o0b,['yim4f'],1
c5wc1ra,['yim4f'],0
c5wex3e,['yilh6'],1
c5vw2li,['yilh6'],0
c5vydu2,['yigwf'],1
c5vv8za,['yigwf'],0
c5wr09z,['ylpqe'],0
c5wprpr,['ylpqe'],1
c5wugjb,['ylpl0'],0
c5wpjxl,['ylpl0'],1
c5wnbj3,['ylhhj'],0
c5wncwp,['ylhhj'],1
c5wtapy,['yleyg'],0
c5wnx7z,['yleyg'],1
c5wkvme,['yl8tj'],0
c5wnlfe,['yl8tj'],1
c5wviwg,['yl76i'],0
c5wsxk8,['yl76i'],1
c5ww402,['yl5gm'],0
c5wrxok,['yl5gm'],1
c5wjug0,['yl22b'],1
c5wlm9c,['yl22b'],0
c5wnin7,['ykxj6'],0
c5wl6e2,['ykxj6'],1
c5wij6y,['ykroh'],1
c5wgfqe,['ykroh'],0
c5wiz9j,['ykrak'],1
c5whtmf,['ykrak'],0
c5we5cm,['yk389'],0
c5wec2k,['yk389'],1
c5wcjnd,['yk1hw'],0
c5w9wbl,['yk1hw'],1
c5wep5x,['yk197'],1
c5wd6ec,['yk197'],0
c5w8kfn,['yjw69'],1
c5w8hpn,['yjw69'],0
c5weigi,"['yjw0f', 'c5wdua8']",1
c5wqpc7,"['yjw0f', 'c5wdua8']",0
c5x901r,['ynfri'],0
c5x5er0,['ynfri'],1
c5x4u6u,['ynbw5'],0
c5xktwq,['ynbw5'],1
c5xg9af,['ynae5'],0
c5xdrm6,['ynae5'],1
c5x0qao,['ymyyd'],1
c5x3spx,['ymyyd'],0
c5x4z04,['ymy5w'],0
c5xb9db,['ymy5w'],1
c5x11l9,['ymuqt'],1
c5x4hxb,['ymuqt'],0
c5wzwrh,"['ymn71', 'c5wymsr']",1
c5wzdpi,"['ymn71', 'c5wymsr']",0
c5wxa9r,['ym77b'],1
c5wxe23,['ym77b'],0
c5wtzcq,['ym3ps'],1
c5wyiak,['ym3ps'],0
c5wxxia,['ym2sk'],0
c5x0p4w,['ym2sk'],1
c5xzlk8,['yq1i6'],0
c5y0e61,['yq1i6'],1
c5y2m6a,['ypj6r'],0
c5xvz59,['ypj6r'],1
c5xqvim,['yp9ir'],0
c5xsz5p,['yp9ir'],1
c5xktvb,['yp1zs'],1
c5xm3ke,['yp1zs'],0
c5ydwj5,['yp15m'],1
c5xv42t,['yp15m'],0
c5xk17m,['yp11u'],1
c5xjycp,['yp11u'],0
c5xji1d,['yox2i'],0
c5xkiw0,['yox2i'],1
c5xngye,['yowq4'],1
c5xpc0z,['yowq4'],0
c5xippw,['yot6j'],1
c5xnaip,['yot6j'],0
c5xkn9h,"['yosjt', 'c5xi95q']",1
c5xjkyt,"['yosjt', 'c5xi95q']",0
c5xoccg,['yo5f4'],1
c5xkiyy,['yo5f4'],0
c5yeeum,['ys5nv'],1
c5ygy3b,['ys5nv'],0
c5yccmj,['ys4vo'],1
c5yd1u0,['ys4vo'],0
