"has a comfortably comfy and mildly oversized cotton jacket from Wal*Mart. Yay, it's so soft. <3 <3 <3","0","1","0","0","1"
"thinks Oviedo play was awesome (as it should be. Sleep, though-- she beckons sweetly with the promise of dreams and pillow-related comfort. Night all.","0","1","0","0","1"
"just made a nucketful of cookies and a bunch of baked fries. :) Yes, I am awesome.","0","1","0","0","1"
"has made more cookies, as well as a bunch of croissants for breakfast and piggies in various blankets for tomorrow afternoon. Despite the late//early hour, this is only further awesomeness.","0","1","0","0","1"
"has a fair idea of how to manage the 2.5 kids cliche... She just needs a very strong gentleman named *PROPNAME* and thriteen wet napkins.","0","1","0","0","1"
"saw Up. Also saw two Chuck Norris movies. FFFFFFFFFFFF- WEIRDEST MIX EVER.","0","1","0","0","1"
"has an Autobot lunchbox, and can therefore die happy now. :) In other news, she has also spent the last three hours on an off reading a webcomic that started in 1999.","0","1","0","0","1"
", in the post office, with the long-overdue copy of Photoshop for a friend. I win at the game of Clue.","0","1","0","0","1"
"Clakclakclak rawrrrrr mel haxxxxxx RWRRRRRRRR LOLZLOLZLOLZLOLZ IM SO HOOD PUNK STOOPID YO","0","1","0","0","1"
"We are not who you think we are. We are Golden.","0","1","0","0","1"
"I am a lumberjack with a Castro Hat.","0","1","0","0","1"
"The day you wake up and realize you've just slept twelve hours and still want to sleep some more is the day you need to get back on a regular sleeping schedule.","0","1","0","0","1"
"actually doesn't mind coloring with markers as much as she thought. Yay for coloring vividly creepy villainesses! :D","0","1","0","0","1"
"thinks maybe singing along with the radio during most of the eight-hour ride home didn't help her throat//cough//chestcold thingvery much.","0","1","0","0","1"
"drove to a gas station. Number of times sent into a panic behind the wheel: 6. I hate 40 mph zones. D;","0","1","0","0","1"
"A Great New Year to everybody. :) <3 Make the best of everything you see, and never let the bad stuff keep you down for long!","0","1","0","0","1"
"has 48 hours to do pretty much all her break work, clean her room, do the dishes, rearrange the furniture in her room, and practive drop spins maybe a dozen more times. XD Why not, right?","0","1","0","0","1"
"is open to requests.","0","1","0","0","1"
"is frankly at a loss as far as her current internal project.","0","1","0","0","1"
"is gonna stay awake all night. Then I should be able to just pass out at 9 PM tomorrow (today).","0","1","0","0","1"
"can't sleep. Remedies?","0","1","0","0","1"
"Why are the people I want to talk to never online when I am?","0","1","0","0","1"
"needs to stop stressing over her personal stuff. Homework beckons with a bejeweled, smirking claw, and I must answer, tethered by iron to the responsibilities of real life.","0","1","0","0","1"
"is in love with her hair today. <3","0","1","0","0","1"
"was right. :) Today was pretty much fantastic, all around.","0","1","0","0","1"
"feels tomorrow will be a busy and very nice day. :)","0","1","0","0","1"
"is in the last day of her two-day mad dash to finish. Can she get all her work done it time???","0","1","0","0","1"
"Is it a problem if my main reason to come to Facebook now is to join groups and become a fan of things?","0","1","0","0","1"
"had a three hour nap this afternoon and can't sleep because of it.","0","1","0","0","1"
"My dogs are so hood.","0","1","0","0","1"
"is on a roll; one short of a turkey, now.","0","1","0","0","1"
"can't breathe and feels like her insides are clawing their way out through her belly button. I hate pain.","0","1","0","0","1"
"is reflecting on it and is actually very happy she's not in IB right now.","0","1","0","0","1"
"has her class ring in with it's changes! Whoop whoop! <3 :D","0","1","0","0","1"
"KISS. KISS. LICK. <3","0","1","0","0","1"
"is too lazy to put her stuff back in order. Maybe tomorrow.","0","1","0","0","1"
"has a serious crush on *PROPNAME*. <3","0","1","0","0","1"
"has bed bugs..... ewwwww!","1","1","0","1","0"
"and mosquito bites","1","1","0","1","0"
"Mondays are the new thursdays- anthony bourdain + *PROPNAME*  = forgetting your financial troubles","1","1","0","1","0"
"is annoyed with herself","1","1","0","1","0"
"is not turning on her cell at the moment, or for the next few days- dont take it personally.","1","1","0","1","0"
"Is trying to figure out everything.....","1","1","0","1","0"
"wants no more friend or exboyfriend drama drama","1","1","0","1","0"
"is out for the count","1","1","0","1","0"
"Its the little things in life- fresh flowers, katie ion, netflix instant movies","1","1","0","1","0"
"is bummed the instant movie didnt pull through","1","1","0","1","0"
"wants to go to paris. anyone care to accompany me?","1","1","0","1","0"
"one minute at a time","1","1","0","1","0"
"Loves avoiding burning a whole in her pocket. Lesportsac purses and DVD overload.","1","1","0","1","0"
"really hates California's economy right now","1","1","0","1","0"
"I lost.....my ex is in a relationship before me","1","1","0","1","0"
"Is having a great day so far, thanks to santa paula noon meetings. and my mom.","1","1","0","1","0"
"is *PROPNAME*'s bestbian","1","1","0","1","0"
"misses the ability to drive","1","1","0","1","0"
"Mi familia de la cuidad de mexico esta aqui! Necesito que practicar mi espanol.","1","1","0","1","0"
"Is wearing red lipstick, watching movies, hot boys, and her mother screech at the family dog..... ""random"" doesnt even begin to describe this scene","1","1","0","1","0"
"anthony bourdain bliss","1","1","0","1","0"
"Turbo tax tried charging me $140 dollars to process my taxes. my mom did it for free. fuck you turbo tax and thanks mom for saving the day.","1","1","0","1","0"
"is on her way up north to face her judgement","1","1","0","1","0"
"Target is my savior- sandals, dresses and shirts, oh my!","1","1","0","1","0"
"is slightly smitten with the phoenix family. its weird, i know.","1","1","0","1","0"
"is hoping to finally get a break tomorrow!","1","1","0","1","0"
"rhinanna is just getting crazier and crazier. or more stupid.","1","1","0","1","0"
"feels like a bum without legs","1","1","0","1","0"
"Having a job again is weird, but welcome.","1","1","0","1","0"
"is 3 years to go","1","1","0","1","0"
"s electronics are giving out.","1","1","0","1","0"
"is celebrating her 90th day with dieting and work whahooo! not.","1","1","0","1","0"
"is in love with her new black peacoat. Who else is pumped it's fall?","1","1","0","1","0"
"is sick in an way she's never been physically sick before. feels like a hangover mixed with the flu mixed with weakness and nausea","1","1","0","1","0"
"hates the business that is the United States' healthcare system","1","1","0","1","0"
"thinks Rhianna's Italian Vogue photoshoot is in bad taste and inappropriate. yuck.","1","1","0","1","0"
"is excited for NBC thursdays- especially excited for community","1","1","0","1","0"
"is in love with *PROPNAME*.","1","1","0","1","0"
"""La Vie En Rose""- there are no words. Absolutely brilliant, honest, and beautiful movie.","1","1","0","1","0"
"is flashing lights kanye style","1","1","0","1","0"
"i got a break! a $3000 healthcare break! whoooooo","1","1","0","1","0"
"is actually going to see someone besides my mother on my day off. No offense mom. U r fabulous but im turning into a 13-year-old not-out-of-the-closet-yet gay man by the amount of time i spend with you.","1","1","0","1","0"
"ARGGGGGGGGGGGGG!!!!!!!","1","1","0","1","0"
"true blood is getting me in the halloween spirit. damn, bill is hot.","1","1","0","1","0"
"michael scott dancing in the booze cruise episode is really entertaining to me right now.","1","1","0","1","0"
"the office, cleaning, and hanging con mi madre are my drugs of choice this evening","1","1","0","1","0"
"RIP Prague nights Fall semester 2007","1","1","0","1","0"
"needs a hot hair cut. anyone know where i can get a fierce one for under 50 in vc?","1","1","0","1","0"
"wants to know when she became a single 35-year-old lady. Tonight I visited a dating site and watched ""accidentally on purpose"" and felt for the characters. seriously?!","1","1","0","1","0"
"is ready for her day off","1","1","0","1","0"
"life is looking up","1","1","0","1","0"
"is excited to kick it old school with an old friend in a new place","1","1","0","1","0"
"why does netflix need me to have at least 6 dvds in my queue? i think 5 is quite enough, thank you gluttonous 'merica.","1","1","0","1","0"
"is rediscovering her love for bjork","1","1","0","1","0"
"money, teeth cleaning, g-ma's, bus, top secret errand, target, rodarte dress for $40(!!!), some warm and comfy- themed xmas shopping, spending time with mom, coffee, sephora.com, the office, stepping outside and forgetting how cold it gets without proper coverage- productive and selfindulgent bliss. not a bad day off.","1","1","0","1","0"
"wants to find a way to san fran after the new year","1","1","0","1","0"
"is in love. With *PROPNAME*.","1","1","0","1","0"
"is going to start using disposable cameras again- she agrees with stephanie that the anticipation of not knowing what will show up is very missed","1","1","0","1","0"
"thank you to everyone who sent me fb love and made my birthday more special than i could ever have imagined. im sooooooo lucky to have so many great souls in my life.","1","1","0","1","0"
"is very excite for today and this weekend.","1","1","0","1","0"
"its a beautiful fall day in southern california.","1","1","0","1","0"
"s g-ma is the coolest","1","1","0","1","0"
"wishes she was moving on up in the world. but at least she has ja'mie to get her through it.","1","1","0","1","0"
"Today is my 2 month birthday!","1","1","0","1","0"
"intervention- heroine and xanax and crack- oh my.","1","1","0","1","0"
"is having a bad day. not even target, shoes, nor a good guacamole carls jr. burger could bring me up.","1","1","0","1","0"
"summer heights high. ja'mie, jonah, and mr. g. im hooked on chris lilley.","1","1","0","1","0"
"Um, amy poehler is rocking my world right now. seriously, the bad date rant was HYSTERICAL. tivo that shit. and by that shit, i mean parks and recreation.","1","1","0","1","0"
"Ten Movies to Watch Right Now (and some you can Instant Netflix) 1. La Vie En Rose 2. Shrink (if you love LA) 3. Paris Je'taime (if you love Paris) 3. Clay Pidgeons (*PROPNAME* is priceless) 4. Quills 5. Away We Go 6. Sunshine Cleaning 7. A League of Their Own 8. Smart People (I Heart *PROPNAME*'s Page and SJP) 9. Frost//Nixon 10. Doubt","1","1","0","1","0"
"is stuck on Band-Aid brand, cuz Band-Aid's stuck on me!","1","0","1","0","1"
"Just going to grab some raw fish................","1","0","1","0","1"
"saw HP6... funny, lots of awesome awkward silences, but the scriptwriter needs to have his fingers broken. Not only did they achieve new and improved levels of editing important plot elements out, but they are getting increasingly more creative with the n","1","0","1","0","1"
"Need to re-learn my patterns again... awesome...","1","0","1","0","1"
"FREE SLURPEE DAY!!!","1","0","1","0","1"
"has GOT to stop waking up at 1pm...","1","0","1","0","1"
"is not feeling exactly top-notch...","1","0","1","0","1"
"will have too many notifications at the next log in...","1","0","1","0","1"
"First day of school done! finances are going to be the end of me...","1","0","1","0","1"
"is tired and for some reason is looking forward to classes starting...","1","0","1","0","1"
"2 months of hell yet again... FML","1","0","1","0","1"
"got to play with fire in front of a crowd... YAY!!!","1","0","1","0","1"
"is in love with Ren Fest...","1","0","1","0","1"
"3 DAYS!!!!!!!!!!!!!","1","0","1","0","1"
"What a great day!!!","1","0","1","0","1"
"loves the Pirate English version of Facebook!!!","1","0","1","0","1"
"has a choice...","1","0","1","0","1"
"2 DAYS!!!!!!!!!!!!!!!","1","0","1","0","1"
"Ren Fest with rain - Still good!!!","1","0","1","0","1"
"kindly thanks everyone who wished him a happy birthday!","1","0","1","0","1"
"finance class :(","1","0","1","0","1"
"GETS TO SLEEP TONIGHT!!!!!!!!!","1","0","1","0","1"
"3 HOURS LEFT!!!!!!!!!!","1","0","1","0","1"
"As much as I like our family's mechanic, I really wish we'd stop giving him so much business... :(","1","0","1","0","1"
"is dying!!! HEEEEELPPPPP!!!!!","1","0","1","0","1"
"Saturday was easily one of the best days of my entire LIFE!!!","1","0","1","0","1"
"feeling slightly better...","1","0","1","0","1"
"I've done it - i procrastinated enough by playing Bejeweled Blitz to cause it to go offline. MLIA","1","0","1","0","1"
"is potentially going to be pulling an all-nighter. feel free to txt to keep me entertained//awake...","1","0","1","0","1"
":))))))))","1","0","1","0","1"
"finally caught up on sleep :D now off to rake more leaves and then lose sleep yet again while studying accounting - call me if ur bored, i'll be up late...","1","0","1","0","1"
"ATTENTION EVERYONE!!! Vote for the short ""AFTER HOURS"" to support *PROPNAME* - our local Michigan talent and a wonderful person. Repost please!!! http:////www.thirteen.org//sites//reel13//category//vote//","1","0","1","0","1"
"is looking forward to eating his body weight tomorrow :)","1","0","1","0","1"
"Yesterday after school, I got bored and decided to go into the backyard and play with my slingshot. I didn't have any ammo, so I just used peanuts and shot them at trees. I decided to shoot at one really far away. Out of nowhere, a squirrel leaped out of a tree, intercepted the peanut, landed on another tree, ate the peanut, gave me what looked like a thumbs-up, and ran away. Ninja squirrel, you amaze me. MLIA.","1","0","1","0","1"
"would love to sleep, but *PROPNAME* writes too damn well!!!","1","0","1","0","1"
"is rather looking forward to the holidays because of his potential whereabouts during that...","1","0","1","0","1"
"gets overly excited when pressing the wrong buttons on the keyboard causes the discovery of a new shortcut :)","1","0","1","0","1"
"considers himself to be one of the luckiest men EVER!!! ^_^","1","0","1","0","1"
"WOW!!! I just spent 20 minutes reading just this one strip... http:////xkcd.com//657//","1","0","1","0","1"
"can't handle reading any more crap about Barbies and other competing brand dolls!!! This is ridiculous - the only thing making me feel a little more manly is the beer in my hand...","1","0","1","0","1"
"acquired 6 brothers and sisters today...","1","0","1","0","1"
"4 school days left until winter break!!! YAY!!!","1","0","1","0","1"
"will probably be up all night - feel free to txt or chat...","1","0","1","0","1"
"LMAO: (512): you kept spraying the cat with water and then telling it to ""man up"" when it cried","1","0","1","0","1"
"listening to some VERY odd combinations of music and blames the late hour for it...","1","0","1","0","1"
"wishes it was December 17th sooner :(","1","0","1","0","1"
"cannot wait to pass out - too bad that's not gonna happen til friday night...","1","0","1","0","1"
"gonna be at the library til late, then at the Prez's house even later. txt or facebook if need anything - call if being killed...","1","0","1","0","1"
"well.... expected returns are like ""oh, it's just you..."" but unexpected returns are like ""WHOA!!!""","1","0","1","0","1"
"can't believe how much food and beverages were consumed last night...","1","0","1","0","1"
"SNOW!!!","1","0","1","0","1"
"stupid people are stupid and Beverly Hills Police is at it's best as usual... ( *PROPNAME* needs to call me!!!)","1","0","1","0","1"
"EPIC:  Today while walking on campus I saw three people riding a motorized couch.  Random?  MLIA.","1","0","1","0","1"
"is excited for relaxing a little bit tonight :)","1","0","1","0","1"
"got home today. Up north was GREAT!!!","1","0","1","0","1"
"can't wait til thursday... <3","1","0","1","0","1"
"Happy New Year, Facebook denizens!!!","1","0","1","0","1"
"apparently the mysterious ""*PROPNAME*"", who allegedly works for my company decided to order more stuff for me from some office supply company. I'm supposed to get 4 more packages tomorrow... hmmmm.... i almost have enough to build an epic fort!!!","1","0","1","0","1"
"MLIG!!!","1","0","1","0","1"
"can't wait til thursday again... <3","1","0","1","0","1"
"being fancy is fun...","1","0","1","0","1"
"OMG!!! THE SUN IS TOOOO LOUD!!!!!!!!","1","0","1","0","1"
"second half of the day got snowed in - gonna take a nap and then be productive :)","1","0","1","0","1"
"just had the most amazing weekend: 3rd Dan test went well, everyone passed with flying colors. Valentine's day was spent well in the company of the best girlfriend in the world - *PROPNAME*. What more could I ask for? p.s. Thank you to everyone who could make it out to Novi to watch me test or to celebrate at the banquet afterward - it really means a lot to me.","1","0","1","0","1"
"just had the most amazing weekend: 3rd Dan test went well, everyone passed with flying colors. Valentine's day was spent well in the company of the best girlfriend in the world - *PROPNAME*. What more could I ask for?","1","0","1","0","1"
"Back from vacation and tired","1","1","0","1","1"
"Its a good night for fishing.","1","1","0","1","1"
"Damn close game on Monday. My Dolphins almost pulled it off!","1","1","0","1","1"
"It was a close one! But a W is a W, GO DOLPHINS!","1","1","0","1","1"
"Sick as shit.","1","1","0","1","1"
"HAPPY VETERANS DAY!!! Thank a veteran dammit!","1","1","0","1","1"
"How about thems steelers?","1","1","0","1","1"
"Done with Finals","1","1","0","1","1"
"Passed the PRAXIS","1","1","0","1","1"
"Nicel little test for *PROPNAME*!! Way to show them *PROPNAME* how to play PRO football!!","1","1","0","1","1"
"had a great day at church...","1","1","0","0","1"
"so not a day for work... good thing I'm working nights this week... :D","1","1","0","0","1"
"transformers watched....","1","1","0","0","1"
"is living life one day at a time","1","1","0","0","1"
"just watched an episode of locked up abroad... dont take your freedom for granted people... its a blessing...","1","1","0","0","1"
"is going to die to self","1","1","0","0","1"
"is happy for his gf. Congrats babe, I knew you could do it!!","1","1","0","0","1"
"In contemplation mode...","1","1","0","0","1"
"Jesus said to love others as you love yourself... So FIRST you have to love yourself!!","1","1","0","0","1"
"is trying to fight it off","1","1","0","0","1"
"is doing to die to self...","1","1","0","0","1"
"had a great weekend with her... we have to do that again babe...","1","1","0","0","1"
"is kinda having a rough morning... but its looking up...","1","1","0","0","1"
"is worn and battle weary... but i refuse to give up...","1","1","0","0","1"
"Today is another day. You dont get better by making a right choice once. You get better by making the right choice... everyday... over and over again...","1","1","0","0","1"
"is learning... constantly","1","1","0","0","1"
"first time in a long time... I feel like writing...","1","1","0","0","1"
"is at an interesting stage in his life...","1","1","0","0","1"
"is sick.","1","1","0","0","1"
"is...","1","1","0","0","1"
"is etching closer to becoming stir crazy..","1","1","0","0","1"
"is back home... sleepy but cant sleep just yet...","1","1","0","0","1"
"needs to tie up loose ends...","1","1","0","0","1"
"is going to sleep... soon","1","1","0","0","1"
"has had an interesting start to saturday","1","1","0","0","1"
"is transitioning","1","1","0","0","1"
"had a great night","1","1","0","0","1"
"is going to spend some time with her...","1","1","0","0","1"
"has tied up one loose end... feels lighter already","1","1","0","0","1"
"is still patiently waiting for 9","1","1","0","0","1"
"bye fb","1","1","0","0","1"
"is sick","1","1","0","0","1"
"After a slight rebuild... Betsy 2.0 lives to surf the net again!!","1","1","0","0","1"
"Merry Christmas people!!!","1","1","0","0","1"
"feels loved and appreciated...","1","1","0","0","1"
"had a wonderful night with family and friends... the night cap was wonderful though... WEEEEE!! I got my shirt!!!","1","1","0","0","1"
"is celebrating with her...","1","1","0","0","1"
"Celebrating 1 year...","1","1","0","0","1"
"is smiling","1","1","0","0","1"
"There can be no complaints from the Arsenal fans about today's results... wunna get wash off...","1","1","0","0","1"
"I have no excuses, least of all for God.  Like all tyrants, he is not worthy of the spit you would waste on negotiations.  The deal we have is infinitely simpler--i don't call him to account, and he extends me the same courtesy...","0","1","0","0","1"
"Back","0","1","0","0","1"
"Rip open the diseased heart of a corporation and what spills out? -On people","0","1","0","0","1"
"You're wicked overseer","0","1","0","0","1"
"""Keep government away from my medicare!""  As good a summary of American politics as one is likely to get these days.","0","1","0","0","1"
"Turn your lamp down low.","0","1","0","0","1"
"HOLY. FUCK. http:////www.youtube.com//watch?v=yPJgZd7fRPs","0","1","0","0","1"
"""What's brown and rhymes with Snoop?"" ""Dr. Dre?"" ""Fuck you, Carl.""","0","1","0","0","1"
"""We operate by consensus."" ""What if the Americans object?"" ""We don't operate.""","0","1","0","0","1"
"The only fear I have, Is my failure to adhear his path","0","1","0","0","1"
"That, ladies and gentlemen, was a season opener.","0","1","0","0","1"
"Things that are irritating: Microsoft excel.","0","1","0","0","1"
"The best way to describe *PROPNAME* is as an IRL troll.","0","1","0","0","1"
"Record so hard it broke the needle.","0","1","0","0","1"
"Even when it's free it ain't cheap.","0","1","0","0","1"
"""I find it absolutely appalling that anyone could believe that political affiliation would be used to determine who receives medical treatment. That's what race and socioeconomic standing are for.""","0","1","0","0","1"
"Thanks folks.","0","1","0","0","1"
"What the fuck, Steelers?","0","1","0","0","1"
"In other news, the Steelers 4th quarter is the most depressing thing of all time.","0","1","0","0","1"
"Suppose you were an idiot. And suppose you were a member of congress. But I repeat myself.","0","1","0","0","1"
"Bush was a symptom, not a cause.","0","1","0","0","1"
"The bridge is over?","0","1","0","0","1"
"Fuckin' *PROPNAME*","0","1","0","0","1"
"Speech is my hammer","0","1","0","0","1"
"[The ""liberal media""] love to be denounced from the right, and the right loves to denounce them, because that makes them look like courageous defenders of freedom and independence while, in fact, they are imposing all of the presuppositions of the propaganda system.-Chomsky","0","1","0","0","1"
"Stop the violence and start the revolution-Talib","0","1","0","0","1"
"When I give food to the poor, they call me a saint.  When I ask why the poor have no food, they call me a communist.-*PROPNAME*","0","1","0","0","1"
"The best argument against democracy is a five-minute conversation with the average voter.","0","1","0","0","1"
"What I didn't want: more characters on Heroes.","0","1","0","0","1"
"And until peoples learn to spot the fanning of mass emotions and the sowing of bitterness, suspicion, and intolerance as crimes in themselves - as perhaps the greatest disservice that can be done to the cause of popular government - this sort of thing will continue to occur.","0","1","0","0","1"
"Thank you, *PROPNAME*, for still being on the ballot so that stupid people could vote for you.","0","1","0","0","1"
"""How impious is the title of sacred majesty applied to a worm, who in the midst of his splendor is crumbling into dust!""-*PROPNAME*.  They don't make writers like they used to.","0","1","0","0","1"
"""Fuck you, dolphin!""","0","1","0","0","1"
"YANKEES WOOOO","0","1","0","0","1"
"""Necessity is the plea for every infringement of human freedom. It is the argument of tyrants; it is the creed of slaves."" - *PROPNAME*","0","1","0","0","1"
"Steelers!","0","1","0","0","1"
"""Britain's desire to be a big player on the world stage has delivered huge benefits including being dragged into a series of catastrophic wars with America's throbbing tumescence lodged firmly at the back of our throat, while at the same time being unable to afford decent roads, railways, schools and hospitals. It's what we call a 'win-win'.""","0","1","0","0","1"
"My fucking computer got a virus.  Incredible.","0","1","0","0","1"
"I have to quit drinking diet coke.  Much sadness and headaches.","0","1","0","0","1"
"All aboard the U.S.S. Rational Basis.","0","1","0","0","1"
"Restoration! or, why LTS is incredible.","0","1","0","0","1"
"Why do you insist that the human genetic code is ""sacred"" or ""taboo""? It is a chemical process and nothing more. For that matter -we- are chemical processes and nothing more. If you deny yourself a useful tool simply because it reminds you uncomfortably of your mortality, you have uselessly and pointlessly crippled yourself. Chairman *PROPNAME*, ""Looking God in the Eye""","0","1","0","0","1"
"Spit so hard that it oughta be a crime","0","1","0","0","1"
"Spit it so hard it oughta be a crime.","0","1","0","0","1"
"Fucking *PROPNAME*.","0","1","0","0","1"
"The mind of a child is where the revolution begins.","0","1","0","0","1"
"Kansas City Chiefs over Pittsburgh Steelers, 27-24.  Disgrace.","0","1","0","0","1"
"I found my actual WEP key!!!!","0","1","0","0","1"
"Classes over!  Home in a week.","0","1","0","0","1"
"FUCK. YES.","0","1","0","0","1"
"""We're supposed to call it H1N1."" ""I refuse to back down to pig farmers.  Not today, not ever.""","0","1","0","0","1"
"Kill them all.  God will recognize his own.-*PROPNAME*","0","1","0","0","1"
"Face the facts. Then act on them. It's the only mantra I know, the only doctrine I have to offer you, and it's harder than you'd think, because I swear humans seem hardwired to do anything but. Face the facts. Don't pray, don't wish, don't buy into centuries-old dogma and dead rhetoric. Don't give in to your conditioning or your visions or your fucked-up sense of... whatever. FACE THE FACTS. THEN act.","0","1","0","0","1"
"Stability means we run it. There are countries that are very stable. Cuba is stable, but that’s not called stability.","0","1","0","0","1"
"Avatar: Best Picture","0","1","0","0","1"
"WOW New Orleans.","0","1","0","0","1"
"Now bamboo thinks it's wood, and that pisses me off.","0","1","0","0","1"
"I PASSED STATS MOTHERFUCKER!!!!","0","1","0","0","1"
"Hey, it actually is December.","0","1","0","0","1"
"And then, I got food poisoning.","0","1","0","0","1"
"Show me a completely smooth operation and I'll show you a cover up. Real boats rock. -*PROPNAME*","0","1","0","0","1"
"If I see another king, I think I shall bite him.-*PROPNAME*.","0","1","0","0","1"
"Rule of the Great:    When people you greatly admire appear to be thinking deep thoughts, they are probably thinking about lunch.","0","1","0","0","1"
"""We rule by consensus."" ""What if the Americans object?"" ""We don't operate.""","0","1","0","0","1"
